,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
12108,12991,Mortoid,\/Mortoid_(Earth-616),,Bad Characters,,No Hair,,,Deceased Characters,1.0,Mar-74,1974.0
12109,705552,Orville Smythe,\/Orville_Smythe_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Feb-74,1974.0
12110,18405,Robert Fong,\/Robert_Fong_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Aug-74,1974.0
12111,30922,Scar Turpin,\/Scar_Turpin_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Nov-74,1974.0
12112,57050,Sister Saint,\/Sister_Saint_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,1.0,Apr-74,1974.0
12113,12993,Tuumar,\/Tuumar_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Mar-74,1974.0
12114,723731,Vivian Schist,\/Vivian_Schist_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,1.0,Nov-74,1974.0
12115,506749,Wilfred Noble,\/Wilfred_Noble_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Oct-74,1974.0
12116,12994,Zeneg,\/Zeneg_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Mar-74,1974.0
12117,340225,Agathon,\/Agathon_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jan-75,1975.0
12118,625959,Alhambra,\/Alhambra_(Akbitana)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,Aug-75,1975.0
12119,419825,Arnold Nicholson,\/Arnold_Nicholson_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Jan-75,1975.0
12120,625966,Ashurbanipal,\/Ashurbanipal_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12121,735225,Bak,\/Bak_(Earth-616),Public Identity,,,Red Hair,Male Characters,,Living Characters,1.0,Apr-75,1975.0
12122,643450,Chiroptera,\/Chiroptera_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jan-75,1975.0
12123,491098,Clete Brandon,\/Clete_Brandon_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-75,1975.0
12124,625472,Constantius,\/Constantius_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Apr-75,1975.0
12125,100728,Cylla,\/Cylla_(Deity)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,1.0,Nov-75,1975.0
12126,566372,Dack Derringer,\/Dack_Derringer_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Jul-75,1975.0
12127,560190,Dansker,\/Dansker_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Dec-75,1975.0
12128,311230,Delandra,\/Delandra_(Earth-616),,Neutral Characters,,,Female Characters,,Living Characters,1.0,Jul-75,1975.0
12129,77220,Desinna,\/Desinna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,1.0,Jan-75,1975.0
12130,663356,Doctor Kurarkill,\/Doctor_Kurarkill_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,1.0,Oct-75,1975.0
12131,15959,Doomsman II,\/Doomsman_II_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1.0,Apr-75,1975.0
12132,723935,Edmond Winshed,\/Edmond_Winshed_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,May-75,1975.0
12133,491102,Edward Culhaney,\/Edward_Culhaney_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,May-75,1975.0
12134,154684,Eelar,\/Eelar_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,,,Living Characters,1.0,Jul-75,1975.0
12135,560202,Ehrthold,\/Ehrthold_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12136,18446,Father Aimes,\/Father_Aimes_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,1.0,Mar-75,1975.0
12137,310952,Father of All Worlds,\/Father_of_All_Worlds_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-75,1975.0
12138,431288,Gideon Blaine,\/Gideon_Blaine_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1.0,Oct-75,1975.0
12139,311216,Glissem,\/Glissem_(Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,1.0,Jul-75,1975.0
12140,735224,Grak,\/Grak_(Caveman)_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Deceased Characters,1.0,Apr-75,1975.0
12141,300561,Gregor Rovik,\/Gregor_Rovik_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Aug-75,1975.0
12142,311228,Grithstane,\/Grithstane_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Jul-75,1975.0
12143,490646,Grond,\/Grond_(Earth-616),No Dual Identity,Bad Characters,,,,,Deceased Characters,1.0,Jan-75,1975.0
12144,695248,Ivor,\/Ivor_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1.0,Sep-75,1975.0
12145,723923,Jackson Hunter,\/Jackson_Hunter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,1.0,Aug-75,1975.0
12146,704307,Jakkelburr,\/Jakkelburr_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,1.0,Mar-75,1975.0
12147,182275,Krieghund,\/Krieghund_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Jun-75,1975.0
12148,70754,Luis Dominquez,\/Luis_Dominquez_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1.0,Jun-75,1975.0
12149,625470,Marcios,\/Marcios_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Apr-75,1975.0
12150,611367,Mokadi,\/Mokadi_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Mar-75,1975.0
12151,490499,Montgomery Ford,\/Montgomery_Ford_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Mar-75,1975.0
12152,116621,Mute,\/Mute_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Nov-75,1975.0
12153,705990,Omell,\/Omell_(Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,1.0,Mar-75,1975.0
12154,311156,Paingloss,\/Paingloss_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Jul-75,1975.0
12155,19308,Quasar,\/Quasar_(Evolved_Ape)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Oct-75,1975.0
12156,70753,Ralph McElroy,\/Ralph_McElroy_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1.0,Jun-75,1975.0
12157,725673,Rhaigor,\/Rhaigor_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12158,705574,Ricky Lambert Martinson,\/Ricky_Lambert_Martinson_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12159,723917,Sainte-Cloud,\/Sainte-Cloud_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Mar-75,1975.0
12160,705736,Salome,\/Salome_(Khauran)_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,1.0,Apr-75,1975.0
12161,311244,Sardanus,\/Sardanus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Jul-75,1975.0
12162,625958,Shamash-Shum-Ukin,\/Shamash-Shum-Ukin_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12163,309707,Soul-Beast,\/Soul-Beast_(Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Deceased Characters,1.0,Mar-75,1975.0
12164,702132,Steve Gerber,\/Steve_Gerber_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Oct-75,1975.0
12165,36256,Tancredo Carezzi,\/Tancredo_Carezzi_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12166,36257,Turhan Barim,\/Turhan_Barim_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12167,612178,Willie Dance,\/Willie_Dance_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Oct-75,1975.0
12168,285265,Zero,\/Zero_(Kurakill)_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Oct-75,1975.0
12169,411335,Zotarr,\/Zotarr_(Earth-616),No Dual Identity,,,,,,Living Characters,1.0,Aug-75,1975.0
12170,24793,Arnold Krank,\/Arnold_Krank_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Jan-76,1976.0
12171,389633,Assassin,\/Assassin_(Cyborg)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Oct-76,1976.0
12172,411522,Barry Windom,\/Barry_Windom_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,1.0,Jul-76,1976.0
12173,300551,Bartolome,\/Bartolome_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Feb-76,1976.0
12174,589008,Berthold Sternberg,\/Berthold_Sternberg_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1.0,Dec-76,1976.0
12175,413216,Brodag,\/Brodag_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12176,413217,Cosak,\/Cosak_(Earth-616),,,,Red Hair,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12177,751719,Count Macho,\/Count_Macho_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,May-76,1976.0
12178,246368,Curtis Ranklin,\/Curtis_Ranklin_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Sep-76,1976.0
12179,532724,Cynthia,\/Cynthia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Jul-76,1976.0
12180,72753,Ed Croesus,\/Ed_Croesus_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Jul-76,1976.0
12181,751866,Emile Klout,\/Emile_Klout_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Sep-76,1976.0
12182,412777,Emory Lewis,\/Emory_Lewis_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1.0,Apr-76,1976.0
12183,36078,Fire-Eyes,\/Fire-Eyes_(Earth-616),,,,Red Hair,Male Characters,,Living Characters,1.0,Nov-76,1976.0
12184,16182,Gort,\/Gort_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12185,413538,Grombar,\/Grombar_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1.0,Sep-76,1976.0
12186,251727,Harold Paprika,\/Harold_Paprika_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12187,246818,Harold Windom,\/Harold_Windom_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-76,1976.0
12188,415513,Hoenir,\/Hoenir_(Asgardian)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Sep-76,1976.0
12189,413218,Holvar,\/Holvar_(Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12190,677544,Hugo Danner,\/Hugo_Danner_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12191,18826,Jeffrey Parks,\/Jeffrey_Parks_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12192,725518,Jorge Moat,\/Jorge_Moat_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Feb-76,1976.0
12193,674806,Kerwin Kronus,\/Kerwin_Kronus_(Earth-20476),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Oct-76,1976.0
12194,489336,Kirk Marston,\/Kirk_Marston_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-76,1976.0
12195,558303,Kronak,\/Kronak_(Terragonia)_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jul-76,1976.0
12196,735423,Lamilm Gor,\/Lamilm_Gor_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Nov-76,1976.0
12197,289334,Mako,\/Mako_(Atlantean)_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12198,735418,Marr Gar,\/Marr_Gar_(Earth-616),No Dual Identity,,,Green Hair,Male Characters,,Living Characters,1.0,Nov-76,1976.0
12199,605384,Michael Stevenson,\/Michael_Stevenson_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12200,532725,Molecule Person,\/Molecule_Person_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,,,Living Characters,1.0,Jul-76,1976.0
12201,726398,Mortag,\/Mortag_(Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-76,1976.0
12202,719877,Old Billy,\/Old_Billy_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Mar-76,1976.0
12203,5308,"Oscar Kincaid, Jr.","\/Oscar_Kincaid,_Jr._(Earth-616)",,,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12204,738330,Phelch,\/Phelch_(Earth-616),,Bad Characters,,,,,Living Characters,1.0,Mar-76,1976.0
12205,412795,Protectroids,\/Protectroids,,,,,,,Living Characters,1.0,Mar-76,1976.0
12206,466966,Roger Stephenson,\/Roger_Stephenson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12207,43779,Ruffio Costa,\/Ruffio_Costa_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Oct-76,1976.0
12208,18252,Scott Lawrence,\/Scott_Lawrence_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Jan-76,1976.0
12209,102971,Sheila Conklin,\/Sheila_Conklin_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,1.0,Sep-76,1976.0
12210,413219,Skoval,\/Skoval_(Earth-616),,,Grey Eyes,,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12211,589007,Steel Harris,\/Steel_Harris_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12212,684071,Stephen Marchesi,\/Stephen_Marchesi_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Deceased Characters,1.0,Dec-76,1976.0
12213,18203,Steven Tyler,\/Steven_Tyler_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12214,300798,Symbionic Man,\/Symbionic_Man_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1.0,Feb-76,1976.0
12215,580467,Trogg,\/Trogg_(Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,1.0,Nov-76,1976.0
12216,721569,Uri Geller,\/Uri_Geller_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,May-76,1976.0
12217,532726,Version of the Molecule Man,\/Version_of_the_Molecule_Man_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,1.0,Jul-76,1976.0
12218,736097,Volcanus,\/Volcanus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12219,494550,Vulcan,\/Vulcan_(Black_Goliath_foe)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12220,751758,Xavier Couture,\/Xavier_Couture_(Earth-616),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jul-76,1976.0
12221,477623,Zartros,\/Zartros_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-76,1976.0
12222,18387,Abu Ho Dadi,\/Abu_Ho_Dadi_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12223,15385,Acrobat,\/Acrobat_(Spider-Squad)_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12224,18622,Ali Wazoo,\/Ali_Wazoo_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12225,690531,Archie Goodwin,\/Archie_Goodwin_(Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12226,392633,Atlan,\/Atlan_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12227,690520,Beth Bleckley,\/Beth_Bleckley_(Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12228,414518,Brokar,\/Brokar_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1.0,Feb-77,1977.0
12229,414519,Cherise,\/Cherise_(Earth-616),,,,Pink Hair,Female Characters,,Living Characters,1.0,Feb-77,1977.0
12230,627410,Cyrus Vance,\/Cyrus_Vance_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12231,707015,David Sorenson,\/David_Sorenson_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Aug-77,1977.0
12232,415254,Enok,\/Enok_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12233,17523,Eric Sinkovitz,\/Eric_Sinkovitz_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12234,251724,Eric Slaughter,\/Eric_Slaughter_(War-Yore)_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Jul-77,1977.0
12235,78607,Gideon Smith,\/Gideon_Smith_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Jun-77,1977.0
12236,414999,Grondar,\/Grondar_(Earth-616),,,,White Hair,Male Characters,,Living Characters,1.0,Oct-77,1977.0
12237,727249,Harmony Killdragon,\/Harmony_Killdragon_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,Jan-77,1977.0
12238,663867,Ignatz Goldman,\/Ignatz_Goldman_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1.0,Feb-77,1977.0
12239,726714,Jerry Moulinski,\/Jerry_Moulinski_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Apr-77,1977.0
12240,690518,John Verpoorten,\/John_Verpoorten_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12241,414541,Krodar,\/Krodar_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Apr-77,1977.0
12242,251729,Kurt Klemmer,\/Kurt_Klemmer_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12243,168630,Malice,\/Malice_(Ghost_Rider_Foe)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12244,281217,Marion Martinet,\/Marion_Martinet_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12245,690513,Marv Wolfman,\/Marv_Wolfman_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12246,535899,Mary Jo Duffy,\/Mary_Jo_Duffy_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Oct-77,1977.0
12247,281214,Mercenary,\/Mercenary_(Human_Fly_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Sep-77,1977.0
12248,246370,Michelle Warkworth,\/Michelle_Warkworth_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1.0,Aug-77,1977.0
12249,558242,Mon-Tog,\/Mon-Tog_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Apr-77,1977.0
12250,16601,Rupert Kemp,\/Rupert_Kemp_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12251,690510,Sal Buscema,\/Sal_Buscema_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Jan-77,1977.0
12252,414522,Sharman,\/Sharman_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,1.0,Mar-77,1977.0
12253,19327,Smasher,\/Smasher_(Second_Daredevil_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12254,15388,Strongman,\/Strongman_(Spider-Squad)_(Earth-616),,,,,,,Living Characters,1.0,Aug-77,1977.0
12255,168390,Stryke,\/Stryke_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12256,2462,Thraxton,\/Thraxton_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12257,15387,Tumbler,\/Tumbler_(Spider-Squad)_(Earth-616),,,,,,,Living Characters,1.0,Aug-77,1977.0
12258,13366,Warhawk,\/Warhawk_(Robot)_(Earth-616),,Bad Characters,,,,,Living Characters,1.0,Dec-77,1977.0
12259,18635,Wigid,\/Wigid_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12260,509136,Yeti,\/Yeti_(Guardian_of_the_Gateway)_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,,Living Characters,1.0,Sep-77,1977.0
12261,697618,Alaric,\/Alaric_(Mystic)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Oct-78,1978.0
12262,723949,Andrea Rodgers,\/Andrea_Rodgers_(Earth-616),Public Identity,Neutral Characters,,Black Hair,,,Living Characters,1.0,Feb-78,1978.0
12263,389000,Arthur Shaman,\/Arthur_Shaman_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Mar-78,1978.0
12264,71247,Arthur Thornhill,\/Arthur_Thornhill_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Mar-78,1978.0
12265,389606,Askare,\/Askare_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Sep-78,1978.0
12266,241890,Bennet Barlow,\/Bennet_Barlow_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Feb-78,1978.0
12267,286348,Beta-Beast,\/Beta-Beast_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1.0,Jul-78,1978.0
12268,415525,Brother Honcho,\/Brother_Honcho_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1.0,Apr-78,1978.0
12269,542054,Buckminster Fuller,\/Buckminster_Fuller_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Aug-78,1978.0
12270,250904,Captain Delaney,\/Captain_Delaney_(Earth-616),,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Apr-78,1978.0
12271,416095,Elli,\/Elli_(Earth-616),,,,,,,Living Characters,1.0,Jun-78,1978.0
12272,491218,Fahe,\/Fahe_(Earth-616),,Good Characters,,,,,Living Characters,1.0,Oct-78,1978.0
12273,176605,Frank,\/Frank_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Jul-78,1978.0
12274,683580,Glenn Reeper,\/Glenn_Reeper_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Mar-78,1978.0
12275,735012,Guardian,\/Guardian_(Lizard_People)_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,1.0,Dec-78,1978.0
12276,176603,Helen,\/Helen_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Jul-78,1978.0
12277,690604,Helen Capshaw,\/Helen_Capshaw_(Earth-616),Public Identity,,,White Hair,Female Characters,,Living Characters,1.0,Jul-78,1978.0
12278,504437,Hijiri Sabuki,\/Hijiri_Sabuki_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Mar-78,1978.0
12279,416108,Hymir,\/Hymir_(Earth-616),,,,Grey Hair,Male Characters,,Living Characters,1.0,Jul-78,1978.0
12280,725361,Ingesteev,\/Ingesteev_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1.0,Sep-78,1978.0
12281,18800,Ishanta,\/Ishanta_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,1.0,Mar-78,1978.0
12282,18302,Jason Struthers,\/Jason_Struthers_(Earth-616),,Bad Characters,,Red Hair,Male Characters,,Living Characters,1.0,May-78,1978.0
12283,611357,Jiru,\/Jiru_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Jan-78,1978.0
12284,72061,John Wayne,\/John_Wayne_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1.0,Jul-78,1978.0
12285,247301,Jonathan Hemlock,\/Jonathan_Hemlock_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Oct-78,1978.0
12286,479648,Julius,\/Julius_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Oct-78,1978.0
12287,725366,Kallara,\/Kallara_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Sep-78,1978.0
12288,389749,Ken Astor,\/Ken_Astor_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Aug-78,1978.0
12289,725364,Kordazt,\/Kordazt_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1.0,Sep-78,1978.0
12290,416093,Logi,\/Logi_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Jun-78,1978.0
12291,281299,Malik,\/Malik_(Human_Fly_Foe)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Jan-78,1978.0
12292,558529,Manduu,\/Manduu_(Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,1.0,Oct-78,1978.0
12293,725367,Milandra,\/Milandra_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Sep-78,1978.0
12294,388586,Mortimer Freebish,\/Mortimer_Freebish_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-78,1978.0
